2020-09-02,ES,Madrid,o3,88,2.5,53.2,31.3,1257.14
2020-10-13,ES,Madrid,o3,90,1.7,39.8,19.1,885.83
2020-11-10,ES,Madrid,o3,90,0.5,22.0,4.5,452.15
2020-03-21,ES,Madrid,o3,96,17.5,32.9,26.1,139.13
2020-04-26,ES,Madrid,o3,93,13.0,37.0,26.2,512.67
2020-08-08,ES,Madrid,o3,80,3.3,46.3,31.3,1246.67
2020-12-01,ES,Madrid,o3,95,0.5,28.9,6.5,457.35
2021-01-10,ES,Madrid,o3,48,8.2,33.3,22.4,333.54
2020-05-13,ES,Madrid,o3,94,15.9,36.2,29.3,273.83
2020-07-24,ES,Madrid,o3,94,7.0,70.8,33.3,1969.01
2020-08-28,ES,Madrid,o3,94,4.9,41.9,27.4,885.73
2020-06-19,ES,Madrid,o3,94,11.4,48.0,28.1,873.54
2020-02-16,ES,Madrid,o3,90,0.5,31.3,7.4,1058.40
2020-02-20,ES,Madrid,o3,85,0.5,29.7,4.5,450.70
2020-04-10,ES,Madrid,o3,96,15.5,30.1,21.2,136.83
2020-06-14,ES,Madrid,o3,94,11.8,43.1,32.1,560.32
2020-07-02,ES,Madrid,o3,94,4.9,37.4,25.6,522.06
2020-01-14,ES,Madrid,o3,79,0.5,25.6,4.1,511.73
2020-01-22,ES,Madrid,o3,93,3.3,30.9,19.7,488.77
2020-05-01,ES,Madrid,o3,94,12.6,30.9,22.4,115.83
2020-12-13,ES,Madrid,o3,96,1.7,28.9,11.8,461.59
2020-04-19,ES,Madrid,o3,94,16.1,41.1,28.1,450.30
2020-05-21,ES,Madrid,o3,94,5.3,63.0,28.5,2184.39
2020-11-13,ES,Madrid,o3,93,0.5,25.2,5.3,569.06
2020-06-05,ES,Madrid,o3,89,9.8,46.3,28.9,670.78
2020-06-26,ES,Madrid,o3,94,9.8,43.5,31.7,707.67
2020-07-29,ES,Madrid,o3,94,7.8,63.6,34.2,2074.61
2020-10-29,ES,Madrid,o3,96,0.5,18.5,9.8,328.36
2020-11-05,ES,Madrid,o3,94,5.3,22.4,12.6,264.92
2020-01-16,ES,Madrid,o3,92,0.5,22.8,3.7,441.26
2020-02-15,ES,Madrid,o3,76,0.5,28.1,4.9,849.72
2020-05-22,ES,Madrid,o3,93,3.7,61.0,30.9,2224.36
2020-09-30,ES,Madrid,o3,94,0.5,54.1,18.5,2188.27
2021-01-07,ES,Madrid,o3,71,1.3,21.7,11.9,309.30
2020-01-23,ES,Madrid,o3,91,0.9,28.5,14.7,449.16
2020-05-28,ES,Madrid,o3,93,10.6,42.4,36.6,315.70
2020-06-13,ES,Madrid,o3,94,14.7,45.1,34.1,885.70
2020-11-19,ES,Madrid,o3,87,0.5,23.2,4.9,444.86
2020-12-23,ES,Madrid,o3,72,0.9,141.1,2.9,2676.38
2020-07-05,ES,Madrid,o3,92,19.1,67.5,33.2,1538.26
2020-07-09,ES,Madrid,o3,48,17.1,49.2,28.9,808.07
2020-09-20,ES,Madrid,o3,93,10.2,34.6,23.2,382.32
2020-09-14,ES,Madrid,o3,46,20.8,40.3,34.2,279.06
2020-09-21,ES,Madrid,o3,94,0.5,41.9,18.7,1656.44
2020-11-18,ES,Madrid,o3,72,0.5,20.4,2.9,230.84
2020-01-28,ES,Madrid,o3,60,6.5,25.2,18.3,223.13
2020-05-15,ES,Madrid,o3,94,6.1,36.4,24.0,391.50
2020-08-17,ES,Madrid,o3,94,2.1,39.0,23.2,775.72
2020-08-19,ES,Madrid,o3,94,0.5,35.8,18.7,1222.32
2020-09-19,ES,Madrid,o3,80,9.0,30.5,21.2,300.09
2020-10-01,ES,Madrid,o3,92,1.3,38.4,26.9,741.19
2020-11-07,ES,Madrid,o3,96,9.4,31.3,21.2,305.50
2020-12-28,ES,Madrid,o3,48,14.3,30.5,27.3,268.31
2020-01-04,ES,Madrid,o3,46,0.5,25.6,8.6,615.08
2020-03-29,ES,Madrid,o3,92,4.5,45.9,28.9,1397.92
2020-06-22,ES,Madrid,o3,93,9.4,68.2,28.5,3007.18
2020-07-28,ES,Madrid,o3,79,7.8,61.0,40.3,1047.65
2020-08-11,ES,Madrid,o3,86,3.3,32.9,19.1,493.96
2020-09-08,ES,Madrid,o3,91,3.7,38.2,27.3,455.75
2020-09-27,ES,Madrid,o3,94,16.4,37.0,26.4,275.26
2020-10-08,ES,Madrid,o3,94,0.8,32.1,11.4,866.19
2020-03-03,ES,Madrid,o3,31,10.2,26.0,18.3,187.85
2020-05-04,ES,Madrid,o3,94,3.7,35.8,21.6,754.01
2020-05-09,ES,Madrid,o3,94,22.8,41.5,32.0,214.51
2020-11-20,ES,Madrid,o3,96,0.5,30.1,14.3,564.65
2021-01-11,ES,Madrid,o3,48,1.3,26.0,15.1,620.55
2020-07-15,ES,Madrid,o3,94,16.5,55.2,32.5,883.29
2020-09-29,ES,Madrid,o3,94,0.5,45.1,14.3,1658.45
2020-10-07,ES,Madrid,o3,94,0.5,32.9,14.5,1108.93
2020-10-21,ES,Madrid,o3,96,11.4,30.9,22.8,217.20
2020-11-01,ES,Madrid,o3,89,0.5,32.9,7.8,1143.22
2020-01-06,ES,Madrid,o3,40,0.5,12.2,3.3,147.92
2020-03-08,ES,Madrid,o3,96,0.5,30.5,15.2,870.74
2020-05-06,ES,Madrid,o3,94,3.7,53.2,27.2,1922.01
2020-09-07,ES,Madrid,o3,94,16.7,34.6,26.4,175.96
2020-09-24,ES,Madrid,o3,77,3.3,33.3,17.9,520.72
2020-10-28,ES,Madrid,o3,94,0.5,19.5,7.8,290.71
2020-11-15,ES,Madrid,o3,91,1.3,17.1,11.0,151.95
2020-11-25,ES,Madrid,o3,89,0.5,26.0,5.3,382.41
